Sentence #,chittagong_word,bio_tag
Sentence: 1625,আরার,O
,নো,O
,সলের,O
Sentence: 1626,আতত,O
,তালি,O
,মারিয়েরে,O
,ফড়া,O
,যায়,O
,না,O
Sentence: 1627,হডে,O
,যাইবের,O
,রাস্তা,O
Sentence: 1628,ইয়ানত,O
,কি,O
,এক্কান,O
,শিশু,B-LOC
,ফারক,I-LOC
,আসে,O
,না,O
Sentence: 1629,তোওয়ারার,O
,হতা,O
,ফুনিয়েরে,O
,আসির,O
Sentence: 1630,মিসা,O
,হতা,O
,নো,O
,হইয়ো,O
Sentence: 1631,যে,O
,আত্যসার,O
,গরে,O
Sentence: 1632,মেঠো,B-LOC
,ফতর,I-LOC
,দুইপাসদ্দি,O
,সবুজ,B-LOC
,ধান,I-LOC
,কেত,I-LOC
Sentence: 1633,হঠাৎ,O
,সামনের,O
,মাইয়াফোয়া,O
,ইবা,O
,তিয়াই,O
,গেইল,O
Sentence: 1634,ধানকেত,B-LOC
,ফার,O
,অইয়েরে,O
,এক্কান,O
,ডোর,O
,ফুকুর,B-LOC
Sentence: 1635,চোকর,O
,আরাল,O
,অই,O
,গিয়ি,O
Sentence: 1636,সে,O
,আর,O
,চোকর,O
,আরাল,O
,অই,O
,গিয়ি,O
Sentence: 1637,ইয়ানোর,O
,ফানি,O
,টলটল,O
Sentence: 1638,ফুরুরর,B-LOC
,ডাহদ্দি,O
,এক্কান,O
,ডর,O
,আমগাছ,O
Sentence: 1639,আত্তুন,O
,মনত,O
,অরদে,O
,এবারত,O
,বহুত,O
,আম,B-FOOD
,দরিব,O
Sentence: 1640,আই,O
,আম,B-FOOD
,হাইতাম,O
,ভালোবাসি,O
Sentence: 1641,সেই,O
,আমগাছর,O
,মিক্কে,O
,সাই,O
,তাইক্কে,O
Sentence: 1642,আমগাছর,O
,মিক্কে,O
,এক্কান,O
,মাইয়া,O
,ফোয়া,O
,সাইয়েরে,O
,হইলো,O
Sentence: 1643,আর,O
,মিক্কে,O
,সাইয়েরে,O
,এক্কান,O
,মাইয়াফোয়া,O
,হইলো,O
Sentence: 1644,বেয়াক্কুন,O
,সাইয়েরে,O
,দেইক্কে,O
Sentence: 1645,আমগাছত,O
,মেলা,O
,মুকুল,B-OBJ
,আইশ্শে,O
Sentence: 1646,সাদা,B-COL
,মুকুলত,B-OBJ
,আমগাছর,O
,সবুজ,B-COL
,ফাতা,B-OBJ
,ঢাহা,O
,ফরিগিয়ে,O
Sentence: 1647,তার,O
,বয়স,O
,হমবেসি,O
,সত্তুর,O
,বছর,O
Sentence: 1648,তিনি,O
,ইতারার,O
,হতা,O
,ফুনিয়েরে,O
,হইলো,O
Sentence: 1649,ও,O
,ঠিকি,O
,হইয়ে,O
Sentence: 1650,যেই,O
,বছরত,O
,ধান,O
,ভালো,O
,অয়,O
,সেই,O
,বছরত,O
,আমর,B-FOOD
,ফলত,O
,ভালো,O
,অয়,O
Sentence: 1651,বেয়াক্কুন,O
,যেই,O
,সমত,O
,ফড়তে,O
,বইয়ে,O
,বাজীপ,B-PER
,তহন,O
,ঘুমাদ্দে,O
Sentence: 1652,বেয়াক্কুন,O
,যেই,O
,সমত,O
,ফড়তে,O
,বইয়ে,O
,আই,O
,তহন,O
,ঘুম,O
,জাইর,O
Sentence: 1653,আই,O
,সকালত,O
,দেড়ি,O
,গড়ি,O
,ঘুমেত্তুন,O
,উঠি,O
Sentence: 1654,আই,O
,ঠিকি,O
,হইয়ি,O
Sentence: 1655,ভাই,O
,তহন,O
,ফড়তে,O
,বইসসে,O
Sentence: 1656,আই,O
,সকালত,O
,ফড়তে,O
,বইসসি,O
Sentence: 1657,আজহাল,O
,ফোওয়া,O
,কি,O
,যে,O
,গরের,O
Sentence: 1658,৪,O
,বয়স,O
,অইয়ে,O
,মাত্র,O
Sentence: 1659,বেয়াক্কিসুত,O
,তার,O
,এলোমেলো,O
,আছরন,O
Sentence: 1660,বাবা,B-REL
,একদিন,O
,হতাত,O
,হতাত,O
,মারে,B-REL
,হইলো,O
Sentence: 1661,ফোওয়া,O
,ইবার,O
,বেয়াগ,O
,হাম,O
,হজ,O
,এইল্লে,O
,এলোমেলো,O
,কিল্লাই,O
Sentence: 1662,মাইয়া,O
,ফোোয়া,O
,ইবা,O
,এইল্লে,O
,এলোমেলো,O
,কিল্লাই,O
Sentence: 1663,বেয়াগ,O
,হামতো,O
,এলোমেলো,O
,তো,O
,নো,O
Sentence: 1664,আই,O
,রাজিবরে,O
,হাইতে,O
,দিলে,O
,রাজিব,B-PER
,সময়,O
,মতন,O
,হায়,O
Sentence: 1665,মার,B-REL
,হতা,O
,ফুনিয়েরে,O
,বাবা,B-REL
,আসের,O
Sentence: 1666,আরেক্কেনা,O
,ডর,O
,অই,O
,গেইলে,O
,কেন,O
,গরিবা,O
,ইন,O
,দেহার,O
,বিষয়,O
Sentence: 1667,আরেক্কেনা,O
,ডর,O
,অই,O
,গেইলে,O
,কেন,O
,গরিবা,O
Sentence: 1668,তহনো,O
,সময়,O
,মতন,O
,হানা,O
,হাইবো,O
,ঘুম,O
,জাইনো,O
,আর,O
,খেলিবো,O
Sentence: 1669,দাদির,B-REL
,হাসত,O
,এক্কান,O
,ফুরান,O
,সিন্দুক,B-OBJ
,আসে,O
Sentence: 1670,সিন্দুক,B-OBJ
,ইবা,O
,সবসমত,O
,তালা,B-OBJ
,দোন,O
,তাহে,O
Sentence: 1671,বহুু,O
,দিন,O
,দরিয়েরে,O
,ইন,O
,নো,O
,খুলে,O
Sentence: 1672,এই,O
,সিন্দুক,B-OBJ
,ইবার,O
,ভিতরত,O
,কি,O
,আসেদে,O
Sentence: 1673,দাদিি,B-REL
,অভাক,O
,অইয়েরে,O
,আর,O
,মিক্কে,O
,সাই,O
,তাইক্কে,O
Sentence: 1674,তালা,B-OBJ
,দি,O
,খুলিবার,O
,ফরত,O
,সাইত্তারিবা,O
Sentence: 1675,আর,O
,মা,O
,আর,O
,তোওয়ার,O
,মার,B-REL
,বহুত,O
,গয়না,B-OBJ
,আসে,O
,দে,O
Sentence: 1676,বাজারেত্তুন,B-LOC
,চাবি,B-ROLE
,বানাইবার,I-ROLE
,লোক,I-ROLE
,আইন্নে,O
Sentence: 1677,তিশার,B-PER
,লাও,O
,সিন্দুক,B-OBJ
,খুইল্লি,O
Sentence: 1678,পলাশর,B-PER
,নানা,B-REL
,নানি,B-REL
,একই,O
,দিনত,O
,ইন্তেকাল,O
,গইজ্জে,O
Sentence: 1679,নানা,B-REL
,বহুত,O
,অসুস্থ,O
,অইল,O
Sentence: 1680,হয়েক,O
,বছর,O
,অসুখত,O
,ভুইগগি,O
Sentence: 1681,তারে,O
,হাসফাতালত,B-ORG
,লইল,O
Sentence: 1682,কিন্তু,O
,বাসানত,O
,নো,O
,যায়,O
Sentence: 1683,বেশ,O
,হয়েকদিন,O
,পলাশর,B-PER
,মন্নান,O
,হারাফ,O
Sentence: 1684,বেশ,O
,হয়েকদিন,O
,আর,O
,মন্নান,O
,হারাফ,O
Sentence: 1685,এতাল্লাই,O
,হনিক্কার,O
,ফোয়ারিত,O
,হতা,O
,নো,O
,হয়,O
Sentence: 1686,মাইষের,O
,বার্ধক্য,O
,আর,O
,মৃত্যুরে,O
,ঠেকানো,O
,নো,O
,যায়,O
Sentence: 1687,ইয়ার,O
,ফোরও,O
,রতিকান,O
,ইন্তেকাল,O
,মাইশেরে,O
,হস্ট,O
,দে,O
Sentence: 1688,শেষ,O
,বলত,O
,ছক্কা,O
,মারিয়েরে,O
,বাংলাদেশ,B-ORG
,জিতি,O
,গেইল,O
Sentence: 1689,আহা,O
,কি,O
,সুন্দর,O
,খেলাই,O
,দেহিলাম,O
Sentence: 1690,ছোোড,B-REL
,ভোইন,I-REL
,চিৎকার,O
,দিয়েরে,O
,উডি,O
,গিয়ে,O
Sentence: 1691,বাহ,O
,এইল্লে,O
,হেলা,O
,বহু,O
,দিন,O
,নো,O
,দেহি,O
Sentence: 1692,আহা,O
,যারা,O
,আরি,O
,গিয়ি,O
,ইতারার,O
,মনত,O
,হস্ট,O
Sentence: 1693,হেলাাত,O
,আর,O
,জিত,O
,তাকিত্তারে,O
Sentence: 1694,আরে,O
,এই,O
,সমত,O
,বিজয়র,O
,মিসিল,O
,শুরু,O
,অই,O
,গিয়ি,O
Sentence: 1695,বাপ্রে,O
,বাপ,O
,হত্ত,O
,ডর,O
,মিসিল,O
Sentence: 1696,এক্কান,O
,শব্দত,O
,বহুত,O
,দইল্লে,O
,মানে,O
,তাকিত্তারে,O
Sentence: 1697,আম,B-FOOD
,ফাকে,O
,বৈশাখত,O
,আর,O
,ফল,B-FOOD
,ফাকে,O
,ফাগুনত,O
Sentence: 1698,হাসা,B-OBJ
,ইট,I-OBJ
,ফাকা,O
,অয়,O
,আগুনত,O
Sentence: 1699,রইদত,O
,জলে,O
,টিক্কে,O
,আর,O
,তারে,O
,হয়,O
,ফানা,O
Sentence: 1700,ফোলারিন,B-FOOD
,ফানা,O
,হয়,O
,লুচি,B-FOOD
,দই,B-FOOD
,আহারে,O
Sentence: 1701,চুক,O
,ফানা,O
,অয়,O
,বুরা,O
,বয়সত,O
Sentence: 1702,ফানা,O
,ফোওইয়া,O
,বেশি,O
,হতা,O
,হয়,O
Sentence: 1703,হান,O
,ফানা,O
,অয়,O
,ফোড়া,O
,ফানা,O
,অয়,O
Sentence: 1704,বুদ্ধি,O
,ফাকাইয়েরে,O
,তইলে,O
,ফন্না,O
,গিলি,O
Sentence: 1705,হতা,O
,যার,O
,ফানা,O
,নয়,O
,তার,O
,হাজে,O
,ঠনঠন,O
Sentence: 1706,বহুত,O
,সুরর,O
,ফত,O
Sentence: 1707,বাসাত,B-OBJ
,গরি,O
,তারে,O
,রউনা,O
,দন,O
,ফইজ্জে,O
Sentence: 1708,বাসত,B-OBJ
,নামিবার,O
,ফরেদি,O
,সকাল,O
,অইগিয়ি,O
Sentence: 1709,সকাল,O
,অই,O
,গিয়ি,O
Sentence: 1710,এক্কান,O
,ভালা,O
,হাম,O
,গরিত্তারিবান্না,O
Sentence: 1711,তোও্য়ারার,O
,হনিক্কার,O
,বিশ্বাস,O
,নো,O
,অইবো,O
Sentence: 1712,হতাইন,O
,তোওয়ারার,O
,হনিক্কার,O
,বিশ্বাস,O
,নো,O
,অইব,O
Sentence: 1713,বহুত,O
,নোয়া,O
,বই,B-OBJ
,সাইয়েরে,O
,আই,O
,হইলাম,O
Sentence: 1714,অনে,O
,কি,O
,আরার,O
,বাড়ি,O
,আইসসিলেন্না,O
Sentence: 1715,তিনি,O
,আর,O
,হতার,O
,হোনো,O
,জবাব,O
,নো,O
,দেয়,O
Sentence: 1716,তিনি,O
,আর,O
,হতার,O
,জবাব,O
,দিয়েরে,O
,হইয়েদে,O
,অয়ো,O
Sentence: 1717,বইইনর,B-OBJ
,মিক্কে,O
,সাই,O
,তাকিলাম,O
Sentence: 1718,শুধু,O
,তার,O
,আতর,O
,মিক্কে,O
,সাই,O
,তাকিলাম,O
Sentence: 1719,কিল্লাই,O
,জানিত্তাইজ্জুম,O
,না,O
Sentence: 1720,ফরেদি,O
,আরা,O
,লাইব্রেরি,B-LOC
,দেহিবেল্লাই,O
,যাইলাম,O
Sentence: 1721,বহুত,O
,ডর,O
,লাইব্রেরি,B-LOC
,হোন,O
,সন্দেহ,O
,নাই,O
,ব্যবস্থা,O
,বহুত,O
,ভালা,O
Sentence: 1722,রিডিং,O
,রুম,O
,ইন,O
,ভাগ,O
,ভাগ,O
,গরা,O
,আসে,O
Sentence: 1723,শিক্ষক,B-ROLE
,তারাও,O
,তারার,O
,ফোয়ারিত,O
,আসে,O
Sentence: 1724,যাইবার,O
,ফোয়ারিত,O
,কি,O
,যানি,O
,এক্কান,O
,শব্দ,O
,গরিল,O
Sentence: 1725,আর,O
,বেয়াক,O
,ফোয়া,O
,মাইয়া,O
,লাইন,O
,ধরিয়েরে,O
,তিয়াই,O
,গিয়ি,O
Sentence: 1726,আরা,O
,সালাম,O
,গ্রহন,O
,গরিলাম,O
Sentence: 1727,তারা,O
,স্লোগান,O
,শুরু,O
,গইজ্জে,O
Sentence: 1728,আরা,O
,বিদায়,O
,লইয়েরে,O
,আই,O
,গেইলাম,O
Sentence: 1729,আই,O
,সাগর,B-LOC
,ফার,O
,অইয়ুম,O
Sentence: 1730,বেয়াক,O
,দিনের,O
,ডইল্লে,O
,সেইদিনত,O
,ওরা,O
,খেলিবেল্লাই,O
,গেইলো,O
Sentence: 1731,হয়েকজন,O
,ফিতা,B-OBJ
,লইয়েরে,O
,মাফজপ,O
,গরের,O
Sentence: 1732,একজনোর,O
,আতত,O
,দোর,O
,এক্কান,O
,হাতা,B-OBJ
Sentence: 1733,ইয়ানত,O
,কিছু,O
,এক্কান,O
,লেহের,O
Sentence: 1734,কি,O
,গরে,O
,তা,O
,তো,O
,হইন্নফারির,O
Sentence: 1735,হয়েকজন,O
,মিলিয়েরে,O
,হর,O
Sentence: 1736,বদলাই,O
,যার,O
,আরার,O
,খেলার,B-LOC
,মাঠ,I-LOC
,ইন,O
,নো,O
Sentence: 1737,হোন,O
,বিষয়,O
,লইয়েরে,O
,রাগ,O
,গরিলে,O
,আই,O
,কিছু,O
,হইলেউনি,O
,চুপ,O
,তাহে,O
,আরে,O
,বুঝার,O
Sentence: 1738,নিহেরে,O
,দুর্বল,O
,ভাবি,O
,এইল্লা,O
,গরে,O
Sentence: 1739,য়নি,O
,মানুষ্কান,O
,এইল্লে,O
,বেয়াক্কুন,O
,আরে,O
,হয়,O
,ভাগ্য,O
,গরিয়েরে,O
,এইল্লে,O
,জামাই,B-REL
,ফাইয়ি,O
Sentence: 1740,আসলে,O
,মানুষ,O
,ইয়ানর,O
,ফ্রতি,O
,মুগ্ধ,O
Sentence: 1741,আই,O
,এই,O
,মুগ্ধতায়,O
,তাকিতাম,O
,চাই,O
,গডা,O
,জীবন,O
Sentence: 1742,জামাইর,B-REL
,ফ্রতি,O
,আর,O
,হন,O
,অভিযোগ,O
,নাই,O
Sentence: 1743,চলো,O
,একদিন,O
,দেহা,O
,গরি,O
,গডা,O
,সহর,B-LOC
,রিকশা,B-OBJ
,গরিয়েরে,O
,ঘুইজ্জুম,O
Sentence: 1744,এর,O
,মাঝদ্দি,O
,চরির,O
,ফন্নার,O
,হতি,O
,অয়,O
Sentence: 1745,আই,O
,আজিয়া,O
,কফি,B-FOOD
,নো,O
,হাই,O
Sentence: 1746,আর,O
,মাথা,O
,বহুত,O
,হরার,O
Sentence: 1747,তোওয়ার,O
,সৌন্দর্যে,O
,আই,O
,মুগ্ধ,O
Sentence: 1748,আই,O
,আজিয়া,O
,সকালত,O
,তার,O
,ফোয়ারিত,O
,হতা,O
,হইয়ি,O
Sentence: 1749,তুই,O
,কি,O
,আরে,O
,গুরিবিল্লে,O
,লই,O
,যাইবা,O
,না,O
Sentence: 1750,আর,O
,জামাই,B-REL
,৩,O
,বছর,O
,দরিয়েরে,O
,বদেশত,B-LOC
,আসে,O
Sentence: 1751,তুই,O
,কি,O
,লাতিয়া,O
,হাইয়ো,O
,না,O
Sentence: 1752,অনে,O
,কি,O
,লাতিয়া,O
,হাইয়োন,O
,না,O
Sentence: 1753,মরত,O
,ফোওয়া,O
,ইবার,O
,নানার,B-LOC
,বাড়ি,O
,বরিশালত,B-LOC
Sentence: 1754,মরত,O
,ফোওয়া,O
,ইবার,O
,দেশের,B-LOC
,বাড়ি,"
I-LOC"
,রাজশাহী,B-LOC
Sentence: 1755,আর,O
,ফেসবুক,B-ORG
,আইডি,O
,ইয়ান,O
,যদি,O
,চিড়িহানা,B-LOC
,অইতো,O
Sentence: 1756,ঢাহার,B-LOC
,মিরফুরত,I-LOC
,হালিয়াত্তুন,O
,কারেন,O
,নো,O
,যাদ্দে,O
,কিল্লাই,O
Sentence: 1757,কারোনর,O
,সমস্যা,O
,কি,O
,ঠিক,O
,অইয়ে,O
,না,O
Sentence: 1758,পৃথিবীত,B-LOC
,বাবার,B-REL
,ফরদ্দি,O
,বীর,B-ROLE
,যোদ্ধা,I-ROLE
,অইলদে,O
,ডর,B-REL
,ভাই,I-REL
Sentence: 1759,আর,O
,ভোগ,O
,লাইগগে,O
Sentence: 1760,সামনে,O
,হোরবানির,O
,ঈদ,O
Sentence: 1761,হোরবানির,O
,ঈদ,O
,অইলো,O
,ইস্লামিক,O
,ধর্মর,O
,এক্কান,O
,ফ্রধা,O
,উৎসব,O
Sentence: 1762,রাগি,O
,গেইলেন,O
,তো,O
,আরি,O
,গেইলেন,O
Sentence: 1763,সুস্থ,O
,সরিল,O
,ও,O
,প্রশান্ত,O
,মন,O
,এক,O
,জন,O
,মানুষর,O
,বেয়াক্কুনত্তুন,O
,ডর,O
,সম্পদ,O
Sentence: 1764,আর,O
,হাম,O
,ও,O
,ব্যস্ততার,O
,বারি,O
,গিয়ি,O
Sentence: 1765,আন্যের,O
,দুষ,O
,সহজত,O
,খুজি,O
,ফন,O
,যায়,O
Sentence: 1766,নিজের,O
,দুশ,O
,খুজি,O
,ফোন,O
,বহুত,O
,হস্ট,O
Sentence: 1767,ফ্রতিকান,O
,দিন,O
,আই,O
,কিছু,O
,না,O
,কিছু,O
,শিক্কুম,O
Sentence: 1768,সুখী,O
,অইত,O
,সাইলে,O
,অপ্রয়োজনীয়,O
,বহুত,O
,কিছু,O
,ভুলি,O
,যাইত,O
,অয়,O
Sentence: 1769,বেয়াকে,O
,ভালবাসা,O
,ফাইতো,O
,চায়,O
Sentence: 1770,চুক,O
,বদলাই,O
,ফেয়াইলে,O
,জীবন,O
,নান,O
,বদলি,O
,যাইবদে,O
Sentence: 1771,আজিয়া,O
,ছুটির,O
,দিন,O
Sentence: 1772,বেয়াক্কুনর,O
,জীবনত,O
,এক্কা,O
,লক্ষ,O
,তাকন,O
,ফরতিব,O
Sentence: 1773,লক্ষ,O
,ঠিক,O
,গরিয়েরে,O
,আরার,O
,জীবন,O
,সামনে,O
,লন,O
,ফরিবো,O
Sentence: 1774,বেয়াক্কুনর,O
,স্বাগতম,O
Sentence: 1775,কেরাসিনর,O
,তেলর,O
,দাম,O
,হমনে,O
,অক্টবরত,O
,চাহিদা,O
,বারি,O
,গিয়ে,O
Sentence: 1776,ফ্রতিদিন,O
,এক্কান,O
,গরি,O
,ফেয়ারা,B-FOOD
,হাইলে,O
,বহুত,O
,উফকার,O
Sentence: 1777,বিভিন্য,O
,ফলর,B-FOOD
,ভিতরত,O
,ফেয়ারা,B-FOOD
,অন্যতম,O
,ফল,B-FOOD
Sentence: 1778,ওজন,O
,হমাল্লাই,O
,ফেয়ারা,B-FOOD
,বহুত,O
,উফকারি,O
Sentence: 1779,গরমর,O
,দিনে,O
,নারিকেল,B-FOOD
,ফান,O
,গরন,O
,আন্দদায়ক,O
Sentence: 1780,আর,O
,বাড়ির,O
,ফিসনত,O
,এক্কা,O
,ডর,O
,নারিকেলর,B-FOOD
,গাছ,O
,আসিল,O
Sentence: 1781,ফাক,O
,গরন,O
,হন,O
,থিয়াই,O
,তাইক্কে,O
